Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue,Profit_Margin
10/13/2012,13,October,2012,29,Young Adults (25-34),M,Australia,South Australia,Bikes,Road Bikes,"Road-350-W Yellow, 40",2,1083,1701,1236,2166,3402,0.363315697
10/13/2011,13,October,2011,29,Young Adults (25-34),M,Australia,South Australia,Bikes,Road Bikes,"Road-350-W Yellow, 40",1,1083,1701,618,1083,1701,0.363315697
1/4/2013,4,January,2013,29,Young Adults (25-34),M,Australia,South Australia,Bikes,Road Bikes,"Road-350-W Yellow, 40",1,1083,1701,618,1083,1701,0.363315697
1/4/2015,4,January,2015,29,Young Adults (25-34),M,Australia,South Australia,Bikes,Road Bikes,"Road-350-W Yellow, 40",3,1083,1701,1854,3249,5103,0.363315697
9/18/2013,18,September,2013,29,Young Adults (25-34),M,Australia,South Australia,Bikes,Road Bikes,"Road-150 Red, 52",1,2171,3578,1407,2171,3578,0.393236445
9/18/2015,18,September,2015,29,Young Adults (25-34),M,Australia,South Australia,Bikes,Road Bikes,"Road-150 Red, 52",1,2171,3578,1407,2171,3578,0.393236445
12/6/2013,6,December,2013,29,Young Adults (25-34),M,Australia,South Australia,Bikes,Road Bikes,"Road-150 Red, 52",1,2171,3578,1407,2171,3578,0.393236445
12/6/2015,6,December,2015,29,Young Adults (25-34),M,Australia,South Australia,Bikes,Road Bikes,"Road-150 Red, 52",3,2171,3578,4221,6513,10734,0.393236445
4/12/2012,12,April,2012,30,Young Adults (25-34),F,Australia,Queensland,Bikes,Road Bikes,"Road-350-W Yellow, 48",2,1083,1701,1236,2166,3402,0.363315697
4/12/2011,12,April,2011,30,Young Adults (25-34),F,Australia,Queensland,Bikes,Road Bikes,"Road-350-W Yellow, 48",1,1083,1701,618,1083,1701,0.363315697
4/23/2012,23,April,2012,30,Young Adults (25-34),F,Australia,Queensland,Bikes,Road Bikes,"Road-350-W Yellow, 48",2,1083,1701,1236,2166,3402,0.363315697
4/23/2011,23,April,2011,30,Young Adults (25-34),F,Australia,Queensland,Bikes,Road Bikes,"Road-350-W Yellow, 48",3,1083,1701,1854,3249,5103,0.363315697
8/4/2012,4,August,2012,30,Young Adults (25-34),F,Australia,Queensland,Bikes,Road Bikes,"Road-350-W Yellow, 48",2,1083,1701,1236,2166,3402,0.363315697
8/4/2011,4,August,2011,30,Young Adults (25-34),F,Australia,Queensland,Bikes,Road Bikes,"Road-350-W Yellow, 48",3,1083,1701,1854,3249,5103,0.363315697
12/8/2012,8,December,2012,30,Young Adults (25-34),F,Australia,Queensland,Bikes,Road Bikes,"Road-350-W Yellow, 48",2,1083,1701,1236,2166,3402,0.363315697
12/8/2011,8,December,2011,30,Young Adults (25-34),F,Australia,Queensland,Bikes,Road Bikes,"Road-350-W Yellow, 48",1,1083,1701,618,1083,1701,0.363315697
12/6/2013,6,December,2013,30,Young Adults (25-34),F,Australia,Queensland,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,1407,2171,3578,0.393236445
12/6/2015,6,December,2015,30,Young Adults (25-34),F,Australia,Queensland,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,1407,2171,3578,0.393236445
12/25/2013,25,December,2013,30,Young Adults (25-34),F,Australia,Queensland,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,1407,2171,3578,0.393236445
12/25/2015,25,December,2015,30,Young Adults (25-34),F,Australia,Queensland,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,1407,2171,3578,0.393236445
4/20/2012,20,April,2012,28,Young Adults (25-34),F,Australia,Queensland,Bikes,Road Bikes,"Road-250 Black, 48",2,1555,2443,1776,3110,4886,0.363487515
4/20/2011,20,April,2011,28,Young Adults (25-34),F,Australia,Queensland,Bikes,Road Bikes,"Road-250 Black, 48",2,1555,2443,1776,3110,4886,0.363487515
4/29/2012,29,April,2012,28,Young Adults (25-34),F,Australia,Queensland,Bikes,Road Bikes,"Road-250 Black, 48",2,1555,2443,1776,3110,4886,0.363487515
4/29/2011,29,April,2011,28,Young Adults (25-34),F,Australia,Queensland,Bikes,Road Bikes,"Road-250 Black, 48",3,1555,2443,2664,4665,7329,0.363487515
7/30/2012,30,July,2012,28,Young Adults (25-34),F,Australia,Queensland,Bikes,Road Bikes,"Road-250 Black, 48",2,1555,2443,1776,3110,4886,0.363487515
7/30/2011,30,July,2011,28,Young Adults (25-34),F,Australia,Queensland,Bikes,Road Bikes,"Road-250 Black, 48",3,1555,2443,2664,4665,7329,0.363487515
1/22/2013,22,January,2013,28,Young Adults (25-34),F,Australia,Queensland,Bikes,Road Bikes,"Road-250 Black, 48",1,1555,2443,888,1555,2443,0.363487515
1/22/2015,22,January,2015,28,Young Adults (25-34),F,Australia,Queensland,Bikes,Road Bikes,"Road-250 Black, 48",1,1555,2443,888,1555,2443,0.363487515
7/17/2013,17,July,2013,28,Young Adults (25-34),F,Australia,Queensland,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,1407,2171,3578,0.393236445
7/17/2015,17,July,2015,28,Young Adults (25-34),F,Australia,Queensland,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,1407,2171,3578,0.393236445
7/25/2013,25,July,2013,28,Young Adults (25-34),F,Australia,Queensland,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,1407,2171,3578,0.393236445
7/25/2015,25,July,2015,28,Young Adults (25-34),F,Australia,Queensland,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,1407,2171,3578,0.393236445
9/7/2013,7,September,2013,28,Young Adults (25-34),F,Australia,Queensland,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,1407,2171,3578,0.393236445
9/7/2015,7,September,2015,28,Young Adults (25-34),F,Australia,Queensland,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,1407,2171,3578,0.393236445
9/19/2013,19,September,2013,28,Young Adults (25-34),F,Australia,Queensland,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,1407,2171,3578,0.393236445
9/19/2015,19,September,2015,28,Young Adults (25-34),F,Australia,Queensland,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,1407,2171,3578,0.393236445
12/2/2013,2,December,2013,28,Young Adults (25-34),F,Australia,Queensland,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,1407,2171,3578,0.393236445
12/2/2015,2,December,2015,28,Young Adults (25-34),F,Australia,Queensland,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,1407,2171,3578,0.393236445
12/8/2013,8,December,2013,28,Young Adults (25-34),F,Australia,Queensland,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,1407,2171,3578,0.393236445
12/8/2015,8,December,2015,28,Young Adults (25-34),F,Australia,Queensland,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,1407,2171,3578,0.393236445
4/13/2012,13,April,2012,31,Young Adults (25-34),F,Australia,South Australia,Bikes,Road Bikes,"Road-250 Black, 48",2,1555,2443,1776,3110,4886,0.363487515
4/13/2011,13,April,2011,31,Young Adults (25-34),F,Australia,South Australia,Bikes,Road Bikes,"Road-250 Black, 48",1,1555,2443,888,1555,2443,0.363487515
12/1/2012,1,December,2012,31,Young Adults (25-34),F,Australia,South Australia,Bikes,Road Bikes,"Road-250 Black, 48",2,1555,2443,1776,3110,4886,0.363487515
12/1/2011,1,December,2011,31,Young Adults (25-34),F,Australia,South Australia,Bikes,Road Bikes,"Road-250 Black, 48",1,1555,2443,888,1555,2443,0.363487515
2/12/2013,12,February,2013,31,Young Adults (25-34),F,Australia,South Australia,Bikes,Road Bikes,"Road-250 Black, 48",1,1555,2443,888,1555,2443,0.363487515
2/12/2015,12,February,2015,31,Young Adults (25-34),F,Australia,South Australia,Bikes,Road Bikes,"Road-250 Black, 48",2,1555,2443,1776,3110,4886,0.363487515
7/9/2013,9,July,2013,31,Young Adults (25-34),F,Australia,South Australia,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,1407,2171,3578,0.393236445
7/9/2015,9,July,2015,31,Young Adults (25-34),F,Australia,South Australia,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,1407,2171,3578,0.393236445
8/24/2013,24,August,2013,31,Young Adults (25-34),F,Australia,South Australia,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,1407,2171,3578,0.393236445
8/24/2015,24,August,2015,31,Young Adults (25-34),F,Australia,South Australia,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,1407,2171,3578,0.393236445
12/7/2013,7,December,2013,31,Young Adults (25-34),F,Australia,South Australia,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,1407,2171,3578,0.393236445
12/7/2015,7,December,2015,31,Young Adults (25-34),F,Australia,South Australia,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,1407,2171,3578,0.393236445
4/25/2012,25,April,2012,30,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Black, 48",2,1555,2443,1776,3110,4886,0.363487515
4/25/2011,25,April,2011,30,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Black, 48",3,1555,2443,2664,4665,7329,0.363487515
9/20/2012,20,September,2012,30,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Black, 48",2,1555,2443,1776,3110,4886,0.363487515
9/20/2011,20,September,2011,30,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Black, 48",2,1555,2443,1776,3110,4886,0.363487515
1/5/2013,5,January,2013,30,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Black, 48",1,1555,2443,888,1555,2443,0.363487515
1/5/2015,5,January,2015,30,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Black, 48",2,1555,2443,1776,3110,4886,0.363487515
8/6/2013,6,August,2013,30,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,1407,2171,3578,0.393236445
8/6/2015,6,August,2015,30,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,1407,2171,3578,0.393236445
9/16/2013,16,September,2013,30,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,1407,2171,3578,0.393236445
9/16/2015,16,September,2015,30,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,1407,2171,3578,0.393236445
12/21/2013,21,December,2013,30,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,1407,2171,3578,0.393236445
12/21/2015,21,December,2015,30,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,1407,2171,3578,0.393236445
4/11/2012,11,April,2012,66,Seniors (64+),M,Australia,New South Wales,Bikes,Road Bikes,"Road-350-W Yellow, 48",2,1083,1701,1236,2166,3402,0.363315697
4/11/2011,11,April,2011,66,Seniors (64+),M,Australia,New South Wales,Bikes,Road Bikes,"Road-350-W Yellow, 48",1,1083,1701,618,1083,1701,0.363315697
12/15/2013,15,December,2013,66,Seniors (64+),M,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,1407,2171,3578,0.393236445
12/15/2015,15,December,2015,66,Seniors (64+),M,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 62",3,2171,3578,4221,6513,10734,0.393236445
4/2/2012,2,April,2012,32,Young Adults (25-34),F,Australia,South Australia,Bikes,Road Bikes,"Road-350-W Yellow, 44",2,1083,1701,1236,2166,3402,0.363315697
4/2/2011,2,April,2011,32,Young Adults (25-34),F,Australia,South Australia,Bikes,Road Bikes,"Road-350-W Yellow, 44",1,1083,1701,618,1083,1701,0.363315697
6/10/2013,10,June,2013,32,Young Adults (25-34),F,Australia,South Australia,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,1407,2171,3578,0.393236445
6/10/2015,10,June,2015,32,Young Adults (25-34),F,Australia,South Australia,Bikes,Road Bikes,"Road-150 Red, 44",2,2171,3578,2814,4342,7156,0.393236445
1/27/2014,27,January,2014,32,Young Adults (25-34),F,Australia,South Australia,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,1407,2171,3578,0.393236445
1/27/2016,27,January,2016,32,Young Adults (25-34),F,Australia,South Australia,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,1407,2171,3578,0.393236445
1/29/2014,29,January,2014,32,Young Adults (25-34),F,Australia,South Australia,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,1407,2171,3578,0.393236445
1/29/2016,29,January,2016,32,Young Adults (25-34),F,Australia,South Australia,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,1407,2171,3578,0.393236445
6/17/2012,17,June,2012,18,Youth (<25),M,United States,Washington,Bikes,Road Bikes,"Road-350-W Yellow, 40",2,1083,1701,1236,2166,3402,0.363315697
6/17/2011,17,June,2011,18,Youth (<25),M,United States,Washington,Bikes,Road Bikes,"Road-350-W Yellow, 40",1,1083,1701,618,1083,1701,0.363315697
12/20/2013,20,December,2013,18,Youth (<25),M,United States,Washington,Bikes,Road Bikes,"Road-350-W Yellow, 40",1,1083,1701,618,1083,1701,0.363315697
12/20/2015,20,December,2015,18,Youth (<25),M,United States,Washington,Bikes,Road Bikes,"Road-350-W Yellow, 40",1,1083,1701,618,1083,1701,0.363315697
12/21/2013,21,December,2013,18,Youth (<25),M,United States,Washington,Bikes,Road Bikes,"Road-350-W Yellow, 40",1,1083,1701,618,1083,1701,0.363315697
12/21/2015,21,December,2015,18,Youth (<25),M,United States,Washington,Bikes,Road Bikes,"Road-350-W Yellow, 40",1,1083,1701,618,1083,1701,0.363315697
2/19/2014,19,February,2014,18,Youth (<25),M,United States,Washington,Bikes,Road Bikes,"Road-350-W Yellow, 40",1,1083,1701,618,1083,1701,0.363315697
2/19/2016,19,February,2016,18,Youth (<25),M,United States,Washington,Bikes,Road Bikes,"Road-350-W Yellow, 40",1,1083,1701,618,1083,1701,0.363315697
4/28/2012,28,April,2012,18,Youth (<25),M,United States,California,Bikes,Road Bikes,"Road-550-W Yellow, 40",2,713,1120,814,1426,2240,0.363392857
4/28/2011,28,April,2011,18,Youth (<25),M,United States,California,Bikes,Road Bikes,"Road-550-W Yellow, 40",3,713,1120,1221,2139,3360,0.363392857
12/17/2012,17,December,2012,18,Youth (<25),M,United States,California,Bikes,Road Bikes,"Road-550-W Yellow, 40",2,713,1120,814,1426,2240,0.363392857
12/17/2011,17,December,2011,18,Youth (<25),M,United States,California,Bikes,Road Bikes,"Road-550-W Yellow, 40",4,713,1120,1628,2852,4480,0.363392857
12/22/2012,22,December,2012,18,Youth (<25),M,United States,California,Bikes,Road Bikes,"Road-550-W Yellow, 40",2,713,1120,814,1426,2240,0.363392857
12/22/2011,22,December,2011,18,Youth (<25),M,United States,California,Bikes,Road Bikes,"Road-550-W Yellow, 40",1,713,1120,407,713,1120,0.363392857
6/12/2013,12,June,2013,18,Youth (<25),M,United States,California,Bikes,Road Bikes,"Road-550-W Yellow, 40",1,713,1120,407,713,1120,0.363392857
6/12/2015,12,June,2015,18,Youth (<25),M,United States,California,Bikes,Road Bikes,"Road-550-W Yellow, 40",1,713,1120,407,713,1120,0.363392857
9/25/2013,25,September,2013,18,Youth (<25),M,United States,California,Bikes,Road Bikes,"Road-550-W Yellow, 40",1,713,1120,407,713,1120,0.363392857
9/25/2015,25,September,2015,18,Youth (<25),M,United States,California,Bikes,Road Bikes,"Road-550-W Yellow, 40",1,713,1120,407,713,1120,0.363392857
12/21/2013,21,December,2013,18,Youth (<25),M,United States,California,Bikes,Road Bikes,"Road-550-W Yellow, 40",1,713,1120,407,713,1120,0.363392857
12/21/2015,21,December,2015,18,Youth (<25),M,United States,California,Bikes,Road Bikes,"Road-550-W Yellow, 40",1,713,1120,407,713,1120,0.363392857
6/13/2014,13,June,2014,18,Youth (<25),M,United States,California,Bikes,Road Bikes,"Road-550-W Yellow, 40",1,713,1120,407,713,1120,0.363392857
6/13/2016,13,June,2016,18,Youth (<25),M,United States,California,Bikes,Road Bikes,"Road-550-W Yellow, 40",2,713,1120,814,1426,2240,0.363392857
6/20/2014,20,June,2014,18,Youth (<25),M,United States,California,Bikes,Road Bikes,"Road-550-W Yellow, 40",1,713,1120,407,713,1120,0.363392857
6/20/2016,20,June,2016,18,Youth (<25),M,United States,California,Bikes,Road Bikes,"Road-550-W Yellow, 40",3,713,1120,1221,2139,3360,0.363392857
6/23/2012,23,June,2012,43,Adults (35-64),F,United States,Oregon,Bikes,Road Bikes,"Road-550-W Yellow, 44",2,713,1120,814,1426,2240,0.363392857
6/23/2011,23,June,2011,43,Adults (35-64),F,United States,Oregon,Bikes,Road Bikes,"Road-550-W Yellow, 44",1,713,1120,407,713,1120,0.363392857
12/14/2013,14,December,2013,43,Adults (35-64),F,United States,Oregon,Bikes,Road Bikes,"Road-550-W Yellow, 44",1,713,1120,407,713,1120,0.363392857
12/14/2015,14,December,2015,43,Adults (35-64),F,United States,Oregon,Bikes,Road Bikes,"Road-550-W Yellow, 44",2,713,1120,814,1426,2240,0.363392857
3/22/2012,22,March,2012,58,Adults (35-64),M,United States,Washington,Bikes,Road Bikes,"Road-250 Red, 58",2,1555,2443,1776,3110,4886,0.363487515
3/22/2011,22,March,2011,58,Adults (35-64),M,United States,Washington,Bikes,Road Bikes,"Road-250 Red, 58",1,1555,2443,888,1555,2443,0.363487515
11/16/2013,16,November,2013,58,Adults (35-64),M,United States,Washington,Bikes,Road Bikes,"Road-250 Red, 58",1,1555,2443,888,1555,2443,0.363487515
11/16/2015,16,November,2015,58,Adults (35-64),M,United States,Washington,Bikes,Road Bikes,"Road-250 Red, 58",1,1555,2443,888,1555,2443,0.363487515
3/28/2012,28,March,2012,57,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-250 Red, 58",2,1555,2443,1776,3110,4886,0.363487515
3/28/2011,28,March,2011,57,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-250 Red, 58",2,1555,2443,1776,3110,4886,0.363487515
3/29/2012,29,March,2012,57,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-250 Red, 58",2,1555,2443,1776,3110,4886,0.363487515
3/29/2011,29,March,2011,57,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-250 Red, 58",1,1555,2443,888,1555,2443,0.363487515
11/30/2012,30,November,2012,57,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-250 Red, 58",2,1555,2443,1776,3110,4886,0.363487515
11/30/2011,30,November,2011,57,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-250 Red, 58",1,1555,2443,888,1555,2443,0.363487515
11/13/2013,13,November,2013,57,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-250 Red, 58",1,1555,2443,888,1555,2443,0.363487515
11/13/2015,13,November,2015,57,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-250 Red, 58",1,1555,2443,888,1555,2443,0.363487515
1/7/2014,7,January,2014,57,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-250 Red, 58",1,1555,2443,888,1555,2443,0.363487515
1/7/2016,7,January,2016,57,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-250 Red, 58",2,1555,2443,1776,3110,4886,0.363487515
7/23/2012,23,July,2012,55,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-550-W Yellow, 48",2,713,1120,814,1426,2240,0.363392857
7/23/2011,23,July,2011,55,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-550-W Yellow, 48",2,713,1120,814,1426,2240,0.363392857
8/21/2012,21,August,2012,55,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-550-W Yellow, 48",2,713,1120,814,1426,2240,0.363392857
8/21/2011,21,August,2011,55,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-550-W Yellow, 48",3,713,1120,1221,2139,3360,0.363392857
1/7/2014,7,January,2014,55,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-550-W Yellow, 48",1,713,1120,407,713,1120,0.363392857
1/7/2016,7,January,2016,55,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-550-W Yellow, 48",1,713,1120,407,713,1120,0.363392857
1/22/2014,22,January,2014,55,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-550-W Yellow, 48",1,713,1120,407,713,1120,0.363392857
1/22/2016,22,January,2016,55,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-550-W Yellow, 48",1,713,1120,407,713,1120,0.363392857
1/24/2014,24,January,2014,55,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-550-W Yellow, 48",1,713,1120,407,713,1120,0.363392857
1/24/2016,24,January,2016,55,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-550-W Yellow, 48",3,713,1120,1221,2139,3360,0.363392857
4/3/2014,3,April,2014,55,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-550-W Yellow, 48",1,713,1120,407,713,1120,0.363392857
4/3/2016,3,April,2016,55,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-550-W Yellow, 48",1,713,1120,407,713,1120,0.363392857
5/27/2014,27,May,2014,55,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-550-W Yellow, 48",1,713,1120,407,713,1120,0.363392857
5/27/2016,27,May,2016,55,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-550-W Yellow, 48",1,713,1120,407,713,1120,0.363392857
5/3/2012,3,May,2012,46,Adults (35-64),F,Australia,South Australia,Bikes,Road Bikes,"Road-750 Black, 48",2,344,540,392,688,1080,0.362962963
5/3/2011,3,May,2011,46,Adults (35-64),F,Australia,South Australia,Bikes,Road Bikes,"Road-750 Black, 48",2,344,540,392,688,1080,0.362962963
9/5/2013,5,September,2013,46,Adults (35-64),F,Australia,South Australia,Bikes,Road Bikes,"Road-150 Red, 52",1,2171,3578,1407,2171,3578,0.393236445
9/5/2015,5,September,2015,46,Adults (35-64),F,Australia,South Australia,Bikes,Road Bikes,"Road-150 Red, 52",1,2171,3578,1407,2171,3578,0.393236445
5/6/2012,6,May,2012,45,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-750 Black, 48",2,344,540,392,688,1080,0.362962963
5/6/2011,6,May,2011,45,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-750 Black, 48",1,344,540,196,344,540,0.362962963
8/8/2012,8,August,2012,45,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-750 Black, 48",2,344,540,392,688,1080,0.362962963
8/8/2011,8,August,2011,45,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-750 Black, 48",4,344,540,784,1376,2160,0.362962963
10/14/2012,14,October,2012,45,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-750 Black, 48",2,344,540,392,688,1080,0.362962963
10/14/2011,14,October,2011,45,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-750 Black, 48",2,344,540,392,688,1080,0.362962963
6/5/2013,5,June,2013,45,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,1407,2171,3578,0.393236445
6/5/2015,5,June,2015,45,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 56",3,2171,3578,4221,6513,10734,0.393236445
9/17/2013,17,September,2013,45,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,1407,2171,3578,0.393236445
9/17/2015,17,September,2015,45,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 56",2,2171,3578,2814,4342,7156,0.393236445
11/3/2013,3,November,2013,45,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,1407,2171,3578,0.393236445
11/3/2015,3,November,2015,45,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,1407,2171,3578,0.393236445
11/3/2015,3,November,2015,45,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 56",2,2171,3578,2814,4342,7156,0.393236445
6/13/2014,13,June,2014,45,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,1407,2171,3578,0.393236445
6/13/2016,13,June,2016,45,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,1407,2171,3578,0.393236445
6/20/2014,20,June,2014,45,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,1407,2171,3578,0.393236445
6/20/2016,20,June,2016,45,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,1407,2171,3578,0.393236445
5/4/2012,4,May,2012,45,Adults (35-64),M,Australia,Queensland,Bikes,Road Bikes,"Road-750 Black, 58",2,344,540,392,688,1080,0.362962963
5/4/2011,4,May,2011,45,Adults (35-64),M,Australia,Queensland,Bikes,Road Bikes,"Road-750 Black, 58",2,344,540,392,688,1080,0.362962963
9/10/2013,10,September,2013,45,Adults (35-64),M,Australia,Queensland,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,1407,2171,3578,0.393236445
9/10/2015,10,September,2015,45,Adults (35-64),M,Australia,Queensland,Bikes,Road Bikes,"Road-150 Red, 48",2,2171,3578,2814,4342,7156,0.393236445
5/30/2012,30,May,2012,42,Adults (35-64),F,Australia,Tasmania,Bikes,Road Bikes,"Road-250 Black, 58",2,1555,2443,1776,3110,4886,0.363487515
5/30/2011,30,May,2011,42,Adults (35-64),F,Australia,Tasmania,Bikes,Road Bikes,"Road-250 Black, 58",2,1555,2443,1776,3110,4886,0.363487515
1/24/2014,24,January,2014,42,Adults (35-64),F,Australia,Tasmania,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,1407,2171,3578,0.393236445
1/24/2016,24,January,2016,42,Adults (35-64),F,Australia,Tasmania,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,1407,2171,3578,0.393236445
6/19/2012,19,June,2012,41,Adults (35-64),F,Canada,British Columbia,Bikes,Road Bikes,"Road-250 Black, 58",2,1555,2443,1776,3110,4886,0.363487515
6/19/2011,19,June,2011,41,Adults (35-64),F,Canada,British Columbia,Bikes,Road Bikes,"Road-250 Black, 58",1,1555,2443,888,1555,2443,0.363487515
6/7/2013,7,June,2013,41,Adults (35-64),F,Canada,British Columbia,Bikes,Road Bikes,"Road-250 Black, 58",1,1555,2443,888,1555,2443,0.363487515
6/7/2015,7,June,2015,41,Adults (35-64),F,Canada,British Columbia,Bikes,Road Bikes,"Road-250 Black, 58",3,1555,2443,2664,4665,7329,0.363487515
4/9/2014,9,April,2014,41,Adults (35-64),F,Canada,British Columbia,Bikes,Road Bikes,"Road-250 Black, 58",1,1555,2443,888,1555,2443,0.363487515
4/9/2016,9,April,2016,41,Adults (35-64),F,Canada,British Columbia,Bikes,Road Bikes,"Road-250 Black, 58",2,1555,2443,1776,3110,4886,0.363487515
5/21/2014,21,May,2014,41,Adults (35-64),F,Canada,British Columbia,Bikes,Road Bikes,"Road-250 Black, 58",1,1555,2443,888,1555,2443,0.363487515
5/21/2016,21,May,2016,41,Adults (35-64),F,Canada,British Columbia,Bikes,Road Bikes,"Road-250 Black, 58",3,1555,2443,2664,4665,7329,0.363487515
