Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue
10/31/2013,31,October,2013,25,Young Adults (25-34),F,Australia,South Australia,Accessories,Helmets,"Sport-100 Helmet, Blue",10,13,35,220,130,350
10/31/2015,31,October,2015,25,Young Adults (25-34),F,Australia,South Australia,Accessories,Helmets,"Sport-100 Helmet, Blue",7,13,35,154,91,245
11/2/2013,2,November,2013,48,Adults (35-64),F,United States,Oregon,Accessories,Helmets,"Sport-100 Helmet, Black",10,13,35,220,130,350
11/2/2015,2,November,2015,48,Adults (35-64),F,United States,Oregon,Accessories,Helmets,"Sport-100 Helmet, Black",12,13,35,264,156,420
3/4/2014,4,March,2014,48,Adults (35-64),F,United States,Oregon,Accessories,Helmets,"Sport-100 Helmet, Black",22,13,35,484,286,770
3/4/2016,4,March,2016,48,Adults (35-64),F,United States,Oregon,Accessories,Helmets,"Sport-100 Helmet, Black",19,13,35,418,247,665
5/8/2014,8,May,2014,48,Adults (35-64),F,United States,Oregon,Accessories,Helmets,"Sport-100 Helmet, Black",1,13,35,22,13,35
5/8/2016,8,May,2016,48,Adults (35-64),F,United States,Oregon,Accessories,Helmets,"Sport-100 Helmet, Black",1,13,35,22,13,35
5/29/2014,29,May,2014,48,Adults (35-64),F,United States,Oregon,Accessories,Helmets,"Sport-100 Helmet, Black",22,13,35,484,286,770
5/29/2016,29,May,2016,48,Adults (35-64),F,United States,Oregon,Accessories,Helmets,"Sport-100 Helmet, Black",20,13,35,440,260,700
5/8/2014,8,May,2014,59,Adults (35-64),F,United States,Oregon,Accessories,Helmets,"Sport-100 Helmet, Black",12,13,35,264,156,420
5/8/2016,8,May,2016,59,Adults (35-64),F,United States,Oregon,Accessories,Helmets,"Sport-100 Helmet, Black",10,13,35,220,130,350
10/3/2013,3,October,2013,58,Adults (35-64),F,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Blue",1,13,35,22,13,35
10/3/2015,3,October,2015,58,Adults (35-64),F,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Blue",1,13,35,22,13,35
11/7/2013,7,November,2013,58,Adults (35-64),F,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Blue",8,13,35,176,104,280
11/7/2015,7,November,2015,58,Adults (35-64),F,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Blue",9,13,35,198,117,315
2/26/2014,26,February,2014,58,Adults (35-64),F,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Blue",24,13,35,528,312,840
2/26/2016,26,February,2016,58,Adults (35-64),F,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Blue",23,13,35,506,299,805
2/27/2014,27,February,2014,58,Adults (35-64),F,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Blue",8,13,35,176,104,280
2/27/2014,27,February,2014,58,Adults (35-64),F,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Blue",17,13,35,374,221,595
2/27/2016,27,February,2016,58,Adults (35-64),F,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Blue",6,13,35,132,78,210
2/27/2016,27,February,2016,58,Adults (35-64),F,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Blue",18,13,35,396,234,630
6/9/2014,9,June,2014,58,Adults (35-64),F,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Blue",21,13,35,462,273,735
6/9/2016,9,June,2016,58,Adults (35-64),F,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Blue",20,13,35,440,260,700
10/26/2013,26,October,2013,56,Adults (35-64),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",28,13,35,616,364,980
10/26/2015,26,October,2015,56,Adults (35-64),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",28,13,35,616,364,980
2/12/2014,12,February,2014,56,Adults (35-64),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",21,13,35,462,273,735
2/12/2016,12,February,2016,56,Adults (35-64),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",19,13,35,418,247,665
2/16/2014,16,February,2014,56,Adults (35-64),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",26,13,35,572,338,910
2/16/2016,16,February,2016,56,Adults (35-64),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",26,13,35,572,338,910
8/8/2013,8,August,2013,47,Adults (35-64),M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Black",17,13,35,374,221,595
8/8/2015,8,August,2015,47,Adults (35-64),M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Black",17,13,35,374,221,595
9/23/2013,23,September,2013,47,Adults (35-64),M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Black",6,13,35,132,78,210
9/23/2015,23,September,2015,47,Adults (35-64),M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Black",4,13,35,88,52,140
12/7/2013,7,December,2013,47,Adults (35-64),M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Black",30,13,35,660,390,1050
12/7/2015,7,December,2015,47,Adults (35-64),M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Black",28,13,35,616,364,980
3/24/2014,24,March,2014,47,Adults (35-64),M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Black",21,13,35,462,273,735
3/24/2016,24,March,2016,47,Adults (35-64),M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Black",23,13,35,506,299,805
5/6/2014,6,May,2014,47,Adults (35-64),M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Black",21,13,35,462,273,735
5/6/2016,6,May,2016,47,Adults (35-64),M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Black",23,13,35,506,299,805
9/23/2013,23,September,2013,46,Adults (35-64),F,United States,Oregon,Accessories,Helmets,"Sport-100 Helmet, Red",15,13,35,330,195,525
9/23/2015,23,September,2015,46,Adults (35-64),F,United States,Oregon,Accessories,Helmets,"Sport-100 Helmet, Red",14,13,35,308,182,490
9/27/2013,27,September,2013,46,Adults (35-64),F,United States,Oregon,Accessories,Helmets,"Sport-100 Helmet, Red",27,13,35,594,351,945
9/27/2015,27,September,2015,46,Adults (35-64),F,United States,Oregon,Accessories,Helmets,"Sport-100 Helmet, Red",28,13,35,616,364,980
1/15/2014,15,January,2014,46,Adults (35-64),F,United States,Oregon,Accessories,Helmets,"Sport-100 Helmet, Red",29,13,35,638,377,1015
1/15/2016,15,January,2016,46,Adults (35-64),F,United States,Oregon,Accessories,Helmets,"Sport-100 Helmet, Red",31,13,35,682,403,1085
4/2/2014,2,April,2014,46,Adults (35-64),F,United States,Oregon,Accessories,Helmets,"Sport-100 Helmet, Red",19,13,35,418,247,665
4/2/2016,2,April,2016,46,Adults (35-64),F,United States,Oregon,Accessories,Helmets,"Sport-100 Helmet, Red",21,13,35,462,273,735
10/7/2013,7,October,2013,18,Youth (<25),F,United States,Oregon,Accessories,Helmets,"Sport-100 Helmet, Red",14,13,35,308,182,490
10/7/2015,7,October,2015,18,Youth (<25),F,United States,Oregon,Accessories,Helmets,"Sport-100 Helmet, Red",12,13,35,264,156,420
9/15/2013,15,September,2013,53,Adults (35-64),M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Blue",11,13,35,242,143,385
9/15/2015,15,September,2015,53,Adults (35-64),M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Blue",11,13,35,242,143,385
11/16/2013,16,November,2013,53,Adults (35-64),M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Blue",2,13,35,44,26,70
11/16/2015,16,November,2015,53,Adults (35-64),M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Blue",4,13,35,88,52,140
12/13/2013,13,December,2013,53,Adults (35-64),M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Blue",11,13,35,242,143,385
12/13/2015,13,December,2015,53,Adults (35-64),M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Blue",13,13,35,286,169,455
1/8/2014,8,January,2014,53,Adults (35-64),M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Blue",9,13,35,198,117,315
1/8/2016,8,January,2016,53,Adults (35-64),M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Blue",7,13,35,154,91,245
1/27/2014,27,January,2014,53,Adults (35-64),M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Blue",12,13,35,264,156,420
1/27/2016,27,January,2016,53,Adults (35-64),M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Blue",11,13,35,242,143,385
11/2/2013,2,November,2013,51,Adults (35-64),M,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Black",20,13,35,440,260,700
11/2/2015,2,November,2015,51,Adults (35-64),M,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Black",22,13,35,484,286,770
12/9/2013,9,December,2013,51,Adults (35-64),M,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Black",1,13,35,22,13,35
12/9/2015,9,December,2015,51,Adults (35-64),M,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Black",1,13,35,22,13,35
12/23/2013,23,December,2013,51,Adults (35-64),M,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Black",18,13,35,396,234,630
12/23/2015,23,December,2015,51,Adults (35-64),M,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Black",15,13,35,330,195,525
5/20/2014,20,May,2014,51,Adults (35-64),M,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Black",8,13,35,176,104,280
5/20/2016,20,May,2016,51,Adults (35-64),M,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Black",6,13,35,132,78,210
10/9/2013,9,October,2013,51,Adults (35-64),F,Australia,Queensland,Accessories,Helmets,"Sport-100 Helmet, Blue",12,13,35,264,156,420
10/9/2015,9,October,2015,51,Adults (35-64),F,Australia,Queensland,Accessories,Helmets,"Sport-100 Helmet, Blue",12,13,35,264,156,420
12/15/2013,15,December,2013,51,Adults (35-64),F,Australia,Queensland,Accessories,Helmets,"Sport-100 Helmet, Blue",11,13,35,242,143,385
12/15/2015,15,December,2015,51,Adults (35-64),F,Australia,Queensland,Accessories,Helmets,"Sport-100 Helmet, Blue",13,13,35,286,169,455
3/6/2014,6,March,2014,51,Adults (35-64),F,Australia,Queensland,Accessories,Helmets,"Sport-100 Helmet, Blue",7,13,35,154,91,245
3/6/2016,6,March,2016,51,Adults (35-64),F,Australia,Queensland,Accessories,Helmets,"Sport-100 Helmet, Blue",8,13,35,176,104,280
1/26/2014,26,January,2014,48,Adults (35-64),F,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Red",29,13,35,638,377,1015
1/26/2016,26,January,2016,48,Adults (35-64),F,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Red",28,13,35,616,364,980
3/12/2014,12,March,2014,48,Adults (35-64),F,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Red",4,13,35,88,52,140
3/12/2016,12,March,2016,48,Adults (35-64),F,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Red",1,13,35,22,13,35
2/8/2014,8,February,2014,44,Adults (35-64),F,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Red",13,13,35,286,169,455
2/8/2016,8,February,2016,44,Adults (35-64),F,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Red",11,13,35,242,143,385
2/3/2014,3,February,2014,44,Adults (35-64),M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Red",12,13,35,264,156,420
2/3/2016,3,February,2016,44,Adults (35-64),M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Red",12,13,35,264,156,420
3/1/2014,1,March,2014,44,Adults (35-64),M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Red",8,13,35,176,104,280
3/1/2016,1,March,2016,44,Adults (35-64),M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Red",5,13,35,110,65,175
4/6/2014,6,April,2014,43,Adults (35-64),F,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Blue",6,13,35,132,78,210
4/6/2016,6,April,2016,43,Adults (35-64),F,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Blue",3,13,35,66,39,105
6/1/2014,1,June,2014,43,Adults (35-64),F,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Blue",23,13,35,506,299,805
6/1/2016,1,June,2016,43,Adults (35-64),F,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Blue",22,13,35,484,286,770
6/7/2014,7,June,2014,43,Adults (35-64),F,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Blue",15,13,35,330,195,525
6/7/2016,7,June,2016,43,Adults (35-64),F,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Blue",14,13,35,308,182,490
12/25/2013,25,December,2013,38,Adults (35-64),M,Australia,South Australia,Accessories,Helmets,"Sport-100 Helmet, Blue",8,13,35,176,104,280
12/25/2015,25,December,2015,38,Adults (35-64),M,Australia,South Australia,Accessories,Helmets,"Sport-100 Helmet, Blue",10,13,35,220,130,350
1/31/2014,31,January,2014,38,Adults (35-64),M,Australia,South Australia,Accessories,Helmets,"Sport-100 Helmet, Blue",3,13,35,66,39,105
1/31/2016,31,January,2016,38,Adults (35-64),M,Australia,South Australia,Accessories,Helmets,"Sport-100 Helmet, Blue",4,13,35,88,52,140
11/2/2013,2,November,2013,33,Young Adults (25-34),F,United States,Oregon,Accessories,Helmets,"Sport-100 Helmet, Black",15,13,35,330,195,525
11/2/2015,2,November,2015,33,Young Adults (25-34),F,United States,Oregon,Accessories,Helmets,"Sport-100 Helmet, Black",14,13,35,308,182,490
12/30/2013,30,December,2013,33,Young Adults (25-34),F,United States,Oregon,Accessories,Helmets,"Sport-100 Helmet, Black",9,13,35,198,117,315
12/30/2015,30,December,2015,33,Young Adults (25-34),F,United States,Oregon,Accessories,Helmets,"Sport-100 Helmet, Black",8,13,35,176,104,280
1/24/2014,24,January,2014,33,Young Adults (25-34),F,United States,Oregon,Accessories,Helmets,"Sport-100 Helmet, Black",12,13,35,264,156,420
1/24/2016,24,January,2016,33,Young Adults (25-34),F,United States,Oregon,Accessories,Helmets,"Sport-100 Helmet, Black",12,13,35,264,156,420
2/7/2014,7,February,2014,33,Young Adults (25-34),F,United States,Oregon,Accessories,Helmets,"Sport-100 Helmet, Black",15,13,35,330,195,525
2/7/2016,7,February,2016,33,Young Adults (25-34),F,United States,Oregon,Accessories,Helmets,"Sport-100 Helmet, Black",15,13,35,330,195,525
4/6/2014,6,April,2014,33,Young Adults (25-34),F,United States,Oregon,Accessories,Helmets,"Sport-100 Helmet, Black",13,13,35,286,169,455
4/6/2016,6,April,2016,33,Young Adults (25-34),F,United States,Oregon,Accessories,Helmets,"Sport-100 Helmet, Black",10,13,35,220,130,350
5/18/2014,18,May,2014,33,Young Adults (25-34),F,United States,Oregon,Accessories,Helmets,"Sport-100 Helmet, Black",20,13,35,440,260,700
5/18/2016,18,May,2016,33,Young Adults (25-34),F,United States,Oregon,Accessories,Helmets,"Sport-100 Helmet, Black",22,13,35,484,286,770
5/26/2014,26,May,2014,33,Young Adults (25-34),F,United States,Oregon,Accessories,Helmets,"Sport-100 Helmet, Black",18,13,35,396,234,630
5/26/2016,26,May,2016,33,Young Adults (25-34),F,United States,Oregon,Accessories,Helmets,"Sport-100 Helmet, Black",16,13,35,352,208,560
6/20/2014,20,June,2014,33,Young Adults (25-34),F,United States,Oregon,Accessories,Helmets,"Sport-100 Helmet, Black",27,13,35,594,351,945
6/20/2016,20,June,2016,33,Young Adults (25-34),F,United States,Oregon,Accessories,Helmets,"Sport-100 Helmet, Black",28,13,35,616,364,980
6/25/2014,25,June,2014,33,Young Adults (25-34),F,United States,Oregon,Accessories,Helmets,"Sport-100 Helmet, Black",1,13,35,22,13,35
6/25/2016,25,June,2016,33,Young Adults (25-34),F,United States,Oregon,Accessories,Helmets,"Sport-100 Helmet, Black",1,13,35,22,13,35
6/27/2014,27,June,2014,33,Young Adults (25-34),F,United States,Oregon,Accessories,Helmets,"Sport-100 Helmet, Black",19,13,35,418,247,665
6/27/2016,27,June,2016,33,Young Adults (25-34),F,United States,Oregon,Accessories,Helmets,"Sport-100 Helmet, Black",16,13,35,352,208,560
7/12/2014,12,July,2014,33,Young Adults (25-34),F,United States,Oregon,Accessories,Helmets,"Sport-100 Helmet, Black",2,13,35,44,26,70
7/12/2016,12,July,2016,33,Young Adults (25-34),F,United States,Oregon,Accessories,Helmets,"Sport-100 Helmet, Black",3,13,35,66,39,105
10/25/2013,25,October,2013,30,Young Adults (25-34),F,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Red",10,13,35,220,130,350
10/25/2015,25,October,2015,30,Young Adults (25-34),F,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Red",11,13,35,242,143,385
1/19/2014,19,January,2014,63,Adults (35-64),F,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Blue",4,13,35,88,52,140
1/19/2016,19,January,2016,63,Adults (35-64),F,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Blue",6,13,35,132,78,210
6/15/2014,15,June,2014,63,Adults (35-64),F,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Blue",10,13,35,220,130,350
6/15/2016,15,June,2016,63,Adults (35-64),F,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Blue",8,13,35,176,104,280
5/15/2014,15,May,2014,63,Adults (35-64),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",16,13,35,352,208,560
5/15/2016,15,May,2016,63,Adults (35-64),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",18,13,35,396,234,630
11/21/2013,21,November,2013,61,Adults (35-64),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Blue",4,13,35,88,52,140
11/21/2015,21,November,2015,61,Adults (35-64),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Blue",4,13,35,88,52,140
5/31/2014,31,May,2014,61,Adults (35-64),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Blue",11,13,35,242,143,385
5/31/2016,31,May,2016,61,Adults (35-64),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Blue",9,13,35,198,117,315
11/14/2013,14,November,2013,39,Adults (35-64),M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Red",27,13,35,594,351,945
11/14/2015,14,November,2015,39,Adults (35-64),M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Red",28,13,35,616,364,980
11/16/2013,16,November,2013,39,Adults (35-64),M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Red",15,13,35,330,195,525
11/16/2015,16,November,2015,39,Adults (35-64),M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Red",17,13,35,374,221,595
7/15/2014,15,July,2014,39,Adults (35-64),M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Red",27,13,35,594,351,945
7/15/2016,15,July,2016,39,Adults (35-64),M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Red",24,13,35,528,312,840
2/20/2014,20,February,2014,60,Adults (35-64),M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Red",28,13,35,616,364,980
2/20/2016,20,February,2016,60,Adults (35-64),M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Red",30,13,35,660,390,1050
1/17/2014,17,January,2014,57,Adults (35-64),F,Australia,Queensland,Accessories,Helmets,"Sport-100 Helmet, Black",8,13,35,176,104,280
1/17/2016,17,January,2016,57,Adults (35-64),F,Australia,Queensland,Accessories,Helmets,"Sport-100 Helmet, Black",7,13,35,154,91,245
2/12/2014,12,February,2014,57,Adults (35-64),F,Australia,Queensland,Accessories,Helmets,"Sport-100 Helmet, Black",5,13,35,110,65,175
2/12/2016,12,February,2016,57,Adults (35-64),F,Australia,Queensland,Accessories,Helmets,"Sport-100 Helmet, Black",2,13,35,44,26,70
2/14/2014,14,February,2014,55,Adults (35-64),M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Blue",1,13,35,22,13,35
2/14/2016,14,February,2016,55,Adults (35-64),M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Blue",1,13,35,22,13,35
5/17/2014,17,May,2014,55,Adults (35-64),M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Blue",22,13,35,484,286,770
5/17/2016,17,May,2016,55,Adults (35-64),M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Blue",19,13,35,418,247,665
6/29/2014,29,June,2014,55,Adults (35-64),M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Blue",6,13,35,132,78,210
6/29/2016,29,June,2016,55,Adults (35-64),M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Blue",5,13,35,110,65,175
12/28/2013,28,December,2013,31,Young Adults (25-34),M,Germany,Nordrhein-Westfalen,Accessories,Helmets,"Sport-100 Helmet, Red",5,13,35,110,65,175
12/28/2015,28,December,2015,31,Young Adults (25-34),M,Germany,Nordrhein-Westfalen,Accessories,Helmets,"Sport-100 Helmet, Red",6,13,35,132,78,210
5/3/2014,3,May,2014,31,Young Adults (25-34),M,Germany,Nordrhein-Westfalen,Accessories,Helmets,"Sport-100 Helmet, Red",28,13,35,616,364,980
5/3/2016,3,May,2016,31,Young Adults (25-34),M,Germany,Nordrhein-Westfalen,Accessories,Helmets,"Sport-100 Helmet, Red",27,13,35,594,351,945
5/17/2014,17,May,2014,31,Young Adults (25-34),M,Germany,Nordrhein-Westfalen,Accessories,Helmets,"Sport-100 Helmet, Red",21,13,35,462,273,735
5/17/2016,17,May,2016,31,Young Adults (25-34),M,Germany,Nordrhein-Westfalen,Accessories,Helmets,"Sport-100 Helmet, Red",18,13,35,396,234,630
6/3/2014,3,June,2014,31,Young Adults (25-34),M,Germany,Nordrhein-Westfalen,Accessories,Helmets,"Sport-100 Helmet, Red",21,13,35,462,273,735
6/3/2016,3,June,2016,31,Young Adults (25-34),M,Germany,Nordrhein-Westfalen,Accessories,Helmets,"Sport-100 Helmet, Red",18,13,35,396,234,630
8/15/2013,15,August,2013,21,Youth (<25),F,Germany,Hessen,Accessories,Helmets,"Sport-100 Helmet, Blue",5,13,35,110,65,175
8/15/2015,15,August,2015,21,Youth (<25),F,Germany,Hessen,Accessories,Helmets,"Sport-100 Helmet, Blue",2,13,35,44,26,70
2/2/2014,2,February,2014,21,Youth (<25),F,Germany,Hessen,Accessories,Helmets,"Sport-100 Helmet, Blue",12,13,35,264,156,420
2/2/2016,2,February,2016,21,Youth (<25),F,Germany,Hessen,Accessories,Helmets,"Sport-100 Helmet, Blue",14,13,35,308,182,490
6/14/2014,14,June,2014,22,Youth (<25),F,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Red",1,13,35,22,13,35
6/14/2016,14,June,2016,22,Youth (<25),F,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Red",2,13,35,44,26,70
7/10/2013,10,July,2013,35,Adults (35-64),F,Germany,Nordrhein-Westfalen,Accessories,Helmets,"Sport-100 Helmet, Black",30,13,35,660,390,1050
7/10/2015,10,July,2015,35,Adults (35-64),F,Germany,Nordrhein-Westfalen,Accessories,Helmets,"Sport-100 Helmet, Black",28,13,35,616,364,980
10/5/2013,5,October,2013,35,Adults (35-64),F,Germany,Nordrhein-Westfalen,Accessories,Helmets,"Sport-100 Helmet, Black",24,13,35,528,312,840
10/5/2015,5,October,2015,35,Adults (35-64),F,Germany,Nordrhein-Westfalen,Accessories,Helmets,"Sport-100 Helmet, Black",23,13,35,506,299,805
10/24/2013,24,October,2013,35,Adults (35-64),M,Germany,Saarland,Accessories,Helmets,"Sport-100 Helmet, Black",14,13,35,308,182,490
10/24/2015,24,October,2015,35,Adults (35-64),M,Germany,Saarland,Accessories,Helmets,"Sport-100 Helmet, Black",15,13,35,330,195,525
11/1/2013,1,November,2013,35,Adults (35-64),M,Germany,Saarland,Accessories,Helmets,"Sport-100 Helmet, Black",19,13,35,418,247,665
11/1/2015,1,November,2015,35,Adults (35-64),M,Germany,Saarland,Accessories,Helmets,"Sport-100 Helmet, Black",19,13,35,418,247,665
3/1/2014,1,March,2014,35,Adults (35-64),M,Germany,Saarland,Accessories,Helmets,"Sport-100 Helmet, Black",2,13,35,44,26,70
3/1/2016,1,March,2016,35,Adults (35-64),M,Germany,Saarland,Accessories,Helmets,"Sport-100 Helmet, Black",4,13,35,88,52,140
3/8/2014,8,March,2014,35,Adults (35-64),M,Germany,Saarland,Accessories,Helmets,"Sport-100 Helmet, Black",10,13,35,220,130,350
3/8/2016,8,March,2016,35,Adults (35-64),M,Germany,Saarland,Accessories,Helmets,"Sport-100 Helmet, Black",11,13,35,242,143,385
6/3/2014,3,June,2014,35,Adults (35-64),M,Germany,Saarland,Accessories,Helmets,"Sport-100 Helmet, Black",5,13,35,110,65,175
6/3/2016,3,June,2016,35,Adults (35-64),M,Germany,Saarland,Accessories,Helmets,"Sport-100 Helmet, Black",6,13,35,132,78,210
6/27/2014,27,June,2014,61,Adults (35-64),F,Germany,Saarland,Accessories,Helmets,"Sport-100 Helmet, Blue",16,13,35,352,208,560
6/27/2016,27,June,2016,61,Adults (35-64),F,Germany,Saarland,Accessories,Helmets,"Sport-100 Helmet, Blue",18,13,35,396,234,630
8/31/2013,31,August,2013,37,Adults (35-64),M,Australia,Tasmania,Accessories,Helmets,"Sport-100 Helmet, Red",3,13,35,66,39,105
8/31/2015,31,August,2015,37,Adults (35-64),M,Australia,Tasmania,Accessories,Helmets,"Sport-100 Helmet, Red",4,13,35,88,52,140
4/16/2014,16,April,2014,37,Adults (35-64),M,France,Seine Saint Denis,Accessories,Helmets,"Sport-100 Helmet, Red",5,13,35,110,65,175
4/16/2016,16,April,2016,37,Adults (35-64),M,France,Seine Saint Denis,Accessories,Helmets,"Sport-100 Helmet, Red",6,13,35,132,78,210
6/7/2014,7,June,2014,37,Adults (35-64),M,France,Seine Saint Denis,Accessories,Helmets,"Sport-100 Helmet, Red",18,13,35,396,234,630
6/7/2016,7,June,2016,37,Adults (35-64),M,France,Seine Saint Denis,Accessories,Helmets,"Sport-100 Helmet, Red",16,13,35,352,208,560
7/27/2013,27,July,2013,19,Youth (<25),F,United States,Oregon,Accessories,Hydration Packs,"Sport-100 Helmet, Black",29,13,35,638,377,1015
7/27/2015,27,July,2015,19,Youth (<25),F,United States,Oregon,Accessories,Hydration Packs,"Sport-100 Helmet, Black",28,13,35,616,364,980
9/28/2013,28,September,2013,51,Adults (35-64),M,Australia,New South Wales,Accessories,Hydration Packs,Hydration Pack - 70 oz.,28,21,55,952,588,1540
9/28/2015,28,September,2015,51,Adults (35-64),M,Australia,New South Wales,Accessories,Hydration Packs,Hydration Pack - 70 oz.,29,21,55,986,609,1595
11/24/2013,24,November,2013,51,Adults (35-64),M,Australia,Victoria,Accessories,Hydration Packs,Hydration Pack - 70 oz.,4,21,55,136,84,220
11/24/2015,24,November,2015,51,Adults (35-64),M,Australia,Victoria,Accessories,Hydration Packs,Hydration Pack - 70 oz.,3,21,55,102,63,165
7/11/2013,11,July,2013,45,Adults (35-64),F,Australia,Victoria,Accessories,Hydration Packs,Hydration Pack - 70 oz.,9,21,55,306,189,495
7/11/2015,11,July,2015,45,Adults (35-64),F,Australia,Victoria,Accessories,Hydration Packs,Hydration Pack - 70 oz.,8,21,55,272,168,440
7/8/2013,8,July,2013,43,Adults (35-64),M,Australia,South Australia,Accessories,Hydration Packs,Hydration Pack - 70 oz.,12,21,55,408,252,660
